url,title,description,urlToImage
https://www.npr.org/sections/health-shots/2019/04/28/717595757/brady-bunch-episode-fuels-campaigns-against-vaccines-and-marcia-s-miffed,How A 'Brady Bunch' Epidsode Is Fueling The Measles Outbreak : Shots - Health News - NPR,One of TV's most famous families laughed off the measles in 1960s. The episode has resurfaced in battles over measles vaccinations today.,https://media.npr.org/assets/img/2019/04/26/brady_wide-d35c220c444ffb545effcab711f9fd7416e39ecf.jpg?s=1400
https://www.theguardian.com/science/2019/apr/28/five-tricks-of-the-senses,Five tricks of the senses - The Guardian,Why using a white spoon can be preferable to a black one when eating yoghurt,https://i.guim.co.uk/img/media/bf7c6c0943d48980fec2248d2ff4dc38bfeb75dc/441_1128_3791_2274/master/3791.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&s=91bc5eba525e975b2e86480954460bea
https://www.kcrg.com/content/news/Fatal-illness-detected-in-another-Michigan-cattle-herd-509174931.html,Fatal illness detected in another Michigan cattle herd - KCRG,Officials say a small beef cattle herd in northern Michigan has been infected with bovine tuberculosis.,https://media.graytvinc.com/images/1280x720_80406P00-WRDTV1.jpg
https://triblive.com/news/health-now/pittsburgh-area-doctors-sound-alarm-about-deadly-fungal-superbug/,Pittsburgh-area doctors sound alarm about deadly fungal superbug - TribLIVE - Tribune-Review,"A deadly fungus that is outsmarting major antifungal medications is slowly spreading across the United States, prompting infectious-disease doctors in Western Pennsylvania to prepare for its eventual arrival. The fungus, called Candida auris, has been confirm…",https://triblive.com/wp-content/uploads/2019/04/1067595_web1_VND-candidaauris02.jpg
https://www.eastidahonews.com/2019/04/trump-parents-must-vaccinate-children-in-face-of-measles-outbreak/,Trump: Parents must vaccinate children in face of measles outbreak - East Idaho News,"(CNN) — President Donald Trump weighed in on the recent measles outbreak in the United States, appearing to do an about-face on his previous claims linking child vaccinations to autism. “They have to get the shots. The vaccinations are so important. This is r…",https://s3-assets.eastidahonews.com/wp-content/uploads/2019/04/27191209/trump-measles-cnn-article-only.jpg
https://www.sltrib.com/news/2019/04/28/woman-diagnosed-with-lyme/,Woman diagnosed with Lyme disease after hike in central Utah - Salt Lake Tribune,A Utah woman contracted Lyme disease after she was bitten by a tick during a hike near Nephi earlier this week.,https://www.sltrib.com/resizer/wqgS8jgPsQaSqSw469vfr5WOjgs=/1200x630/filters:quality(85)/arc-anglerfish-arc2-prod-sltrib.s3.amazonaws.com/public/JGNZBSKBEVDDNPJBDYONIH5MKQ.JPG
https://kotaku.com/a-video-game-developed-to-detect-alzheimer-s-disease-se-1834331632,A Video Game Developed To Detect Alzheimer’s Disease Seems To Be Working - Kotaku,"Sea Hero Quest is a video game developed in partnership with Germany’s Deutsche Telekom, game studio Glitchers and several European universities and it is designed to identify individuals who might have early and mild symptoms of dementia that medical tests a…","https://i.kinja-img.com/gawker-media/image/upload/s--pNjtUHY9--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/v9penf70jyzyhvg9aysr.jpg"
https://www.dailymail.co.uk/health/article-6967059/Food-allergies-dont-make-meals-nightmare-says-DR-MIKE-DILKES.html,Food allergies don't have to make meals out a nightmare says DR MIKE DILKES - Daily Mail,"DR MIKE DILKES: People with allergies can still enjoy a meal out, providing appropriate precautions are taken. It goes without saying that food labels should be read carefully and questions asked.",https://i.dailymail.co.uk/1s/2019/04/27/20/12798166-0-image-a-25_1556394204834.jpg
https://abcnews.go.com/Technology/wireStory/700-la-universities-measles-quarantine-62677311,Nearly 700 from LA universities still in measles quarantine - ABC News,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://s.abcnews.com/images/Technology/WireAP_6c3df7ae0100453fbe5de85881a6dee6_16x9_992.jpg
https://www.wellandgood.com/good-sweat/this-is-how-much-you-should-be-moving-for-a-good-nights-sleep-according-to-science/,"This is how much you should be moving for a good night’s sleep, according to science - Well+Good",Yet another reason to hit the gym.,https://www.wellandgood.com/wp-content/uploads/2019/04/GettyImages-546434403.jpg
https://www.miamiherald.com/news/health-care/article229760639.html,35 more lots of heart and blood pressure medication recalled for possible carcinogen - Miami Herald,"Teva Pharmaceuticals recalled 35 lots of heart and blood pressure medication losartan made for Golden State Medical Supply, a supplier of military and mail order pharmacies, for having possible carcinogen NMBA",https://www.miamiherald.com/latest-news/3wi2xp/picture229763794/alternates/LANDSCAPE_1140/Pill_Bottle_Spilled.jpg
https://www.washingtonpost.com/national/health-science/if-air-at-home-seems-to-bother-you-try-to-remove-the-sources-of-irritants-first/2019/04/26/c37c7276-6054-11e9-9ff2-abc984dc9eec_story.html,"If air at home seems to bother you, try to remove the sources of irritants first - Washington Post",Most people don’t need purifiers unless they have a health condition that would benefit.,https://www.washingtonpost.com/resizer/bvUsKIu2SxkzK0XZbZpoYfGlkEI=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/Y6IJHXTB5UI6TPZE3NFZ7NRKUI.jpg
https://boston.cbslocal.com/2019/04/27/mumps-east-boston-otis-elementary-school-student-positive/,Third-Grader In East Boston Tests Positive For Mumps - CBS Boston,"A third-grader at Otis Elementary School in Boston has tested positive for the mumps, the school principal told parents Friday.",https://cbsboston.files.wordpress.com/2014/03/measles.jpg?w=625
https://moneymaven.io/mishtalk/economics/speech-synthesized-from-brain-activity-AfResSaR40OhT7G-Aul8Fw/,Speech Synthesized From Brain Activity - MishTalk,Scientists are working on creating speech from thought. They can do it now with 70% accuracy.,https://s3-us-west-2.amazonaws.com/maven-user-photos/mishtalk/economics/zmfATcSa4EegwR7v_znq6Q/cHorIQSFEEG9K7myfqbJEw
https://www.popsugar.com/fitness/Mediterranean-Diet-Instant-Pot-Recipes-45901722,Your Instant Pot Will Come in Handy For All These Mediterranean-Friendly Recipes - POPSUGAR,"Once you've gotten in the swing of using your Instant Pot for quick, healthy dinners, it's hard to imagine how you survived those busy weeknights without one.",https://media1.popsugar-assets.com/files/thumbor/-yHfcCD6OQW6i74CDiTMIjpY4vg/0x1:1334x2542/fit-in/1200x630/filters:rotate-!270!-:format_auto-!!-:strip_icc-!!-/2019/04/24/964/n/1922729/506ce8c65cc0de7c4234f5.71329041_.jpg
https://www.prevention.com/weight-loss/diets/a27292801/jillian-michaels-slams-keto-diet-side-effects/,Jillian Michaels Slams Keto Diet Side Effects: “It Is Bad for Your Overall Health” - Prevention.com,She emphasizes that “you can achieve all the good stuff with none of the bad stuff.”,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/jillian-michaels-attends-kiis-fms-jingle-ball-2018-news-photo-1075439142-1556375878.jpg?crop=1.00xw:0.336xh;0,0.0867xh&resize=1200:*"
https://www.express.co.uk/life-style/diets/1119720/weight-loss-alcohol-craft-beer-healthy-calories-diet,Weight loss: Never drink this if you want to lose weight - it's VERY high in calories - Express,"WEIGHT loss is something many Britons are aspiring to as the summer draws nearer. For those who enjoy a tipple, alcohol can pose a problem when dieting due to high the number of calories. This is one drink you should definitely avoid.",https://cdn.images.express.co.uk/img/dynamic/126/750x445/1119720.jpg
